측정시각,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,판정
2022-01-05 25:08,76.34,290.09,334.25,270.59,49.05,72.35,21.6,65.2,856.37,,54.92,51.03,66.97,329.46,329.16,100.07,859.59,,99.97,859.71,-1
2022-01-05 25:12,78.8,294.24,333.68,270.88,49.94,,20.89,64.51,858.09,71.69,54.57,,66.95,329.5,329.2,100.04,859.32,860.1,100.01,859.5,-1
2022-01-05 25:16,74.1,295.61,333.09,272.62,49.95,70.8,22.31,65.14,860.11,73.04,54.88,51.71,67.03,329.46,329.17,100.01,,859.69,100.04,859.78,-1
2022-01-05 25:20,67.02,294.95,332.45,,47.12,,18.93,64.81,859.26,,55.28,,67.06,329.48,329.18,100.28,,,100.19,859.99,-1
2022-01-05 25:24,88.08,292.98,332.0,278.25,47.88,,20.29,63.02,858.74,69.22,,50.75,67.1,329.46,329.28,100.26,860.09,860.37,100.34,860.15,-1
2022-01-05 25:28,78.24,290.04,331.34,281.35,,71.51,19.3,65.24,859.31,,54.44,49.6,67.23,329.45,329.16,99.84,,860.06,100.11,860.09,-1
2022-01-05 25:32,0.0,286.47,330.88,284.5,48.26,75.46,20.29,68.17,865.74,73.89,,52.91,67.2,329.41,329.0,99.49,859.93,859.58,99.89,859.8,-1
2022-01-05 25:36,0.0,282.77,330.34,,45.66,,22.67,65.61,871.0,70.35,55.14,51.83,67.27,329.43,329.14,99.51,,860.1,99.78,859.94,1
2022-01-05 25:40,1.39,278.82,,287.72,44.17,73.77,21.01,65.15,868.72,71.71,54.9,49.67,67.28,329.46,329.17,99.83,860.59,,99.73,860.34,1
2022-01-05 25:44,50.36,274.73,329.33,287.43,,,22.54,64.91,863.24,72.28,55.34,47.53,67.24,329.47,329.18,100.21,,,99.87,860.66,-1
2022-01-05 25:48,100.0,271.18,328.78,286.1,48.47,,21.65,66.88,,76.22,55.22,,67.3,329.42,329.07,100.15,859.69,859.22,100.0,860.37,-1
2022-01-05 25:52,100.0,269.04,328.3,283.9,50.17,,22.66,63.58,852.17,81.93,55.19,51.53,67.5,329.36,329.25,99.92,859.44,,100.01,859.93,1
2022-01-05 25:56,92.84,269.38,327.82,281.5,45.61,75.7,24.62,63.99,854.2,78.3,55.42,47.83,67.39,329.46,329.23,99.75,860.29,859.13,99.96,860.28,1
2022-01-05 26:00,18.57,272.13,327.42,278.79,43.47,75.97,21.5,68.41,861.62,71.53,,,67.35,329.34,328.99,99.77,860.79,860.5,99.86,860.22,-1
2022-01-05 26:04,100.0,277.24,326.88,276.06,42.17,,22.75,68.04,855.97,69.19,56.37,,67.49,329.24,329.01,100.16,860.93,861.52,100.0,859.81,-1
2022-01-05 26:08,100.0,283.67,326.47,273.55,,72.43,22.22,70.14,853.68,66.83,57.44,51.18,67.5,329.18,328.89,100.36,860.45,,100.2,859.82,1
2022-01-05 26:12,77.91,290.14,326.06,271.53,47.83,73.3,22.61,71.24,856.86,68.82,,,67.51,329.18,328.83,100.05,,,100.14,859.5,-1
2022-01-05 26:16,46.99,294.05,325.64,270.74,48.36,75.41,21.83,70.46,,71.8,57.32,53.82,67.55,329.19,328.87,99.82,859.21,,100.08,859.21,-1
2022-01-05 26:20,100.0,295.53,325.23,271.18,47.36,,23.39,67.58,856.56,70.16,57.87,53.04,67.53,329.14,329.03,,859.53,,100.04,859.58,-1
2022-01-05 26:24,94.73,294.86,324.8,273.02,46.94,75.2,21.7,68.58,857.88,70.5,57.2,52.12,66.98,329.21,328.98,100.01,859.79,,99.98,859.97,-1
2022-01-05 26:28,68.47,292.91,324.32,275.48,,,23.0,65.19,858.64,71.08,57.72,,66.75,329.15,329.16,100.14,860.11,859.82,100.04,860.1,-1
2022-01-05 26:32,88.43,289.92,,278.48,46.37,,20.17,68.38,859.09,72.89,57.14,,66.87,329.21,328.99,100.08,860.0,859.64,100.04,860.05,-1
2022-01-05 26:36,89.36,286.51,323.43,281.66,46.37,71.94,20.56,66.09,858.73,,,50.92,66.83,329.22,329.12,100.16,860.13,859.9,100.12,860.18,-1
2022-01-05 26:40,73.44,282.56,323.06,284.74,48.58,71.08,20.15,65.62,860.56,71.39,56.87,,66.83,329.18,329.14,100.23,860.04,859.86,100.19,860.27,-1
2022-01-05 26:44,68.72,278.48,322.52,286.89,47.3,70.45,19.52,66.59,860.31,69.79,,,66.78,,329.09,100.24,860.04,,100.32,860.15,-1
2022-01-05 26:48,92.17,274.51,322.16,,47.47,71.35,17.64,65.36,859.38,71.55,56.16,48.74,66.78,329.32,329.16,100.24,860.1,860.06,100.33,860.34,-1
2022-01-05 26:52,89.79,270.95,321.79,287.08,47.11,70.22,17.67,,859.13,68.64,,48.12,66.84,329.38,329.28,100.24,860.16,860.24,100.33,860.28,-1
2022-01-05 26:56,73.89,269.16,321.35,285.48,46.13,,18.1,63.29,860.43,69.9,55.69,,66.96,329.43,329.27,99.99,860.04,859.99,100.14,859.96,-1
2022-01-05 27:00,69.32,269.9,321.0,283.16,47.08,74.42,19.95,65.49,860.68,70.24,56.24,51.07,66.91,329.37,329.15,99.7,859.72,,99.97,859.78,-1
2022-01-05 27:04,90.57,273.26,320.55,280.64,,,20.53,63.43,859.31,69.99,55.77,,67.02,329.36,329.26,99.74,859.72,,99.83,859.83,-1
2022-01-05 27:08,64.2,279.25,320.06,277.69,47.35,,22.78,64.66,860.93,69.86,55.31,52.09,67.02,329.42,329.19,100.05,,860.16,99.76,859.89,-1
2022-01-05 27:12,100.0,286.29,319.76,274.95,47.08,,21.52,63.43,859.19,68.92,55.22,50.21,66.95,329.36,329.26,100.17,859.91,,99.95,859.9,-1
2022-01-05 27:16,71.35,292.0,319.38,272.47,45.79,,19.51,62.59,858.94,71.14,55.39,,67.0,329.41,329.31,100.09,860.16,,99.99,859.89,-1
2022-01-05 27:20,82.38,295.24,318.94,270.75,46.72,,21.87,65.55,860.17,69.77,55.29,,66.92,329.42,329.14,99.82,860.01,860.0,99.9,859.86,-1
2022-01-05 27:24,87.71,295.92,318.8,270.52,,,19.15,64.09,859.58,71.87,55.69,49.29,66.72,329.43,329.22,100.3,860.1,859.84,100.0,860.08,-1
2022-01-05 27:28,81.04,294.92,319.39,271.65,47.03,61.85,15.31,64.45,,68.79,55.34,,66.69,329.41,329.2,101.49,860.09,,100.64,860.0,-1
2022-01-05 27:32,76.51,292.69,320.42,273.88,45.33,58.77,12.65,66.05,860.12,69.44,,,66.74,329.44,,,860.2,860.1,101.23,860.16,-1
2022-01-05 27:36,80.37,289.62,321.55,276.68,45.54,61.63,9.0,66.42,860.23,69.78,55.27,52.37,66.59,329.42,329.1,100.9,860.06,859.96,101.27,859.9,-1
2022-01-05 27:40,61.07,286.03,322.89,,45.42,,12.11,60.89,860.84,,,,66.64,329.48,329.4,99.23,860.17,860.21,100.59,860.14,-1
2022-01-05 27:44,35.98,282.06,324.11,283.31,,79.54,17.62,63.05,864.01,68.33,,48.36,66.76,329.49,329.28,98.05,,860.14,99.41,860.2,-1
2022-01-05 27:48,100.0,278.04,325.18,286.13,,,22.53,61.82,855.47,70.4,54.54,49.31,66.8,329.5,329.35,98.28,860.42,860.03,98.85,860.08,-1
2022-01-05 27:52,65.09,274.03,326.16,287.7,45.08,,20.88,63.52,856.05,71.0,,50.49,66.93,329.59,329.26,99.71,860.12,,98.87,859.91,-1
2022-01-05 27:56,100.0,270.74,327.15,287.85,46.88,69.55,24.65,64.25,857.24,70.85,54.61,52.79,66.95,329.49,329.16,,859.51,,99.25,859.8,-1
2022-01-05 08:40,91.45,274.18,328.99,279.36,,71.83,24.62,72.5,858.77,71.5,54.76,,62.23,329.48,328.76,99.93,859.81,860.08,99.9,859.87,-1
2022-01-05 09:20,43.5,294.66,337.32,284.02,44.8,74.21,23.66,68.66,861.88,70.73,,,63.66,329.38,329.03,99.82,,860.43,100.05,860.09,-1
